娯楽,交際費,#e8668f
娯楽,外食費,#e8668f
娯楽,家飲み,#e8668f
娯楽,デート代,#e8668f
娯楽,旅費,#e8668f
娯楽,プレゼント代,#e8668f
娯楽,おやつ,#e8668f
娯楽,その他娯楽,#e8668f
生活費,食費,#3aaee8
生活費,日用品,#3aaee8
生活費,ファッション,#3aaee8
生活費,家具・家電,#3aaee8
生活費,スマホ代,#3aaee8
生活費,交通費,#3aaee8
生活費,医療費,#3aaee8
生活費,美容費,#3aaee8
インフラ,更新料,#49e3a0
インフラ,家賃,#49e3a0
インフラ,電気,#49e3a0
インフラ,ガス,#49e3a0
インフラ,水道,#49e3a0
インフラ,インターネット,#49e3a0
インフラ,NHK,#49e3a0
将来のため,投資,#a864ed
将来のため,自己研鑽,#a864ed
将来のため,保険,#a864ed
その他,冠婚葬祭,#f2cd77
その他,税金,#f2cd77
